#{"t_start": 1662268370.512798, "env_id": "highway-fast-v0"}
389.874521,399,23253.938733
59.899039,62,23256.079524
489.47516,500,23272.330791
488.255311,500,23288.957087
490.35763,500,23305.567758
491.851434,500,23321.913357
490.30522,500,23338.274007
243.295211,249,23346.446519
492.58036,500,23362.85405
493.396621,500,23379.183448
469.182391,479,23394.934677
490.970029,500,23411.404711
490.380993,500,23427.999756
491.956873,500,23444.392722
235.422901,240,23452.408971
130.805984,134,23456.768685
269.586682,275,23465.972528
281.316895,287,23475.379512
491.854767,500,23491.928212
491.907215,500,23508.476376
344.797634,354,23520.024152
492.506751,500,23536.541066
490.554908,500,23552.964221
490.342231,500,23569.481135
489.947255,500,23586.107432
157.954623,162,23591.529729
490.805368,500,23608.124774
92.727457,95,23611.265643
491.966477,500,23627.720052
489.3371,500,23644.236965
280.313623,286,23653.925221
148.99617,153,23659.019561
428.925724,439,23673.489439
456.56397,467,23688.865638
490.985331,500,23705.382552
151.424098,155,23710.507951
494.034923,500,23726.946733
349.484208,356,23738.760155
174.761121,180,23744.682491
491.60447,500,23761.199405
490.521707,500,23777.66944
491.006427,500,23794.327554
490.099457,500,23810.922599
88.315191,91,23813.985337
491.716859,500,23830.736804
490.156893,500,23847.269343
489.915655,500,23863.755003
489.739823,500,23880.428179
490.129911,500,23896.991971
376.04438,384,23909.727339
265.575503,270,23918.845557
58.861371,61,23920.970723
145.865701,150,23925.939862
493.980074,500,23942.578575
41.161841,43,23944.063066
80.231079,83,23946.860161
430.902843,440,23961.787346
489.988772,500,23978.273007
490.325112,500,23994.743042
490.279546,500,24011.416377
126.992056,130,24015.791718
90.949306,94,24018.901336
491.266916,500,24035.731049
208.668787,214,24043.075371
491.506545,500,24059.826677
490.1366,500,24076.702994
389.170509,395,24090.016533
206.924128,211,24096.9702
302.28578,308,24107.299131
257.46792,262,24116.081955
491.043903,500,24132.536364
489.696115,500,24149.490811
491.147809,500,24166.304623
491.128051,500,24182.993424
92.603889,95,24186.196799
490.925609,500,24203.010611
281.072554,286,24212.450477
493.034476,500,24229.092402
489.88028,500,24245.718698
173.873876,178,24251.812923
491.266716,500,24268.424637
371.606259,378,24281.26688
338.208478,345,24292.79903
212.937171,216,24300.1121
215.42968,221,24307.565806
190.847098,196,24314.191323
490.763929,500,24331.09903
493.036949,500,24348.053481
295.379987,300,24358.351156
153.837872,158,24363.695323
491.139212,500,24380.556012
129.422455,132,24385.150121
490.940772,500,24401.979558
490.359153,500,24418.854792
74.509702,77,24421.464372
362.432826,369,24434.105982
125.330183,129,24438.512576
36.321233,38,24439.778299
490.839528,500,24456.482727
490.942571,500,24473.359044
492.415524,500,24490.266612
375.570422,384,24503.205121
22.699685,24,24504.048937
99.113623,101,24507.54921
491.652806,500,24524.253639
178.116867,182,24530.363489
120.687036,123,24534.598195
292.47689,299,24544.770864
181.343248,186,24550.974472
182.737512,187,24557.34997
475.500066,486,24573.694994
217.26043,222,24581.236306
490.503883,500,24598.096996
334.12006,342,24609.504615
68.755733,71,24612.067313
358.615418,366,24624.60409
492.580382,500,24641.230387
109.02743,112,24644.980679
490.67148,500,24661.857356
491.463981,500,24678.561784
493.011828,500,24695.453726
19.714491,21,24696.156907
330.637748,336,24707.501541
110.720362,114,24711.376844
26.44167,28,24712.376921
490.47425,500,24729.175107
489.702808,500,24746.051423
491.249164,500,24762.92774
489.668565,500,24779.507158
490.712087,500,24796.414726
490.760731,500,24813.150406
268.803292,275,24822.291744
489.573644,500,24839.246191
489.966341,500,24855.966246
294.544702,301,24866.013905
491.926182,500,24882.687079
490.922127,500,24899.313376
398.496,407,24912.68942
491.546349,500,24929.531073
490.945619,500,24946.219967
492.487992,500,24962.924421
490.972397,500,24979.41008
490.99447,500,24996.182237
490.465489,500,25013.028183
490.563639,500,25029.655386
492.710044,500,25046.359813
29.410827,31,25047.375518
160.145815,163,25053.000957
490.615859,500,25069.642879
494.192509,500,25086.472316
148.919674,152,25091.675847
489.045714,500,25108.380289
245.467932,251,25116.92783
269.657914,275,25126.069168
178.516856,182,25132.179019
126.541241,130,25136.648119
491.950482,500,25153.320764
490.409492,500,25169.88466
490.551495,500,25186.620341
198.423259,203,25193.261483
247.991201,252,25201.699641
489.326578,500,25218.232182
490.110794,500,25235.045993
434.630106,443,25249.828395
358.04543,364,25262.063725
491.874201,500,25278.830657
491.753275,500,25295.354158
491.631737,500,25311.996081
490.682344,500,25328.700509
492.547463,500,25345.451816
74.997606,77,25347.952011
312.955792,319,25358.577839
492.383432,500,25375.11038
119.175976,123,25379.266954
419.007283,426,25393.502439
492.464944,500,25410.113109
492.005211,500,25426.442507
491.01816,500,25442.96
154.088521,158,25448.305084
67.839196,70,25450.649017
491.361975,500,25467.259687
491.413744,500,25483.792398
491.074247,500,25500.246806
128.711436,132,25504.747158
490.455973,500,25521.076555
482.068864,493,25537.34345
91.531983,94,25540.421815
232.563373,237,25548.297429
187.169993,191,25554.719805
489.802832,500,25571.236718
269.260006,276,25580.393682
275.522972,282,25589.66003
351.95768,360,25601.52033
490.824659,500,25618.020494
347.187861,353,25629.646399
492.236787,500,25646.100807
492.207224,500,25662.664599
491.861341,500,25679.384653
46.279374,48,25680.931649
491.694842,500,25697.589198
490.101592,500,25714.60615
100.106029,102,25718.043918
491.704447,500,25734.65459
49.155567,51,25736.420352
491.01961,500,25753.093528
492.07331,500,25769.797956
202.741352,206,25776.735996
492.648733,500,25793.315415
489.500246,500,25810.097973
239.050451,246,25818.207981
222.67959,228,25825.89608
489.118303,500,25842.569256
218.046679,222,25849.929205
491.305693,500,25866.618006
312.673476,318,25877.275087
154.526893,159,25882.76829
489.692006,500,25899.394587
257.987393,262,25908.035886
491.488952,500,25924.552392
490.496956,500,25940.99211
453.294397,463,25956.415189
490.887645,500,25972.994606
491.387451,500,25989.386509
128.540116,131,25993.714972
490.135087,500,26010.205364
490.665985,500,26026.691025
113.549188,116,26030.503822
288.989423,295,26040.363966
102.387074,105,26043.911118
492.006579,500,26060.506162
491.875776,500,26076.976696
491.433809,500,26093.602993
103.301054,106,26097.243901
492.028854,500,26113.838946
131.851157,135,26118.354923
289.076816,296,26128.121311
325.577015,333,26139.184673
491.801764,500,26155.639082
489.665967,500,26172.18735
492.970596,500,26188.59488
489.277118,500,26205.018035
492.402578,500,26221.566201
491.120195,500,26238.176871
490.302953,500,26254.694336
488.786748,500,26271.149636
490.039408,500,26287.635297
149.105685,152,26292.698192
178.921823,183,26298.761164
268.02056,274,26307.793119
211.928469,215,26314.903048
490.871955,500,26331.326204
304.082898,310,26341.54575
402.192381,409,26355.218693
492.946599,500,26371.844989
490.705231,500,26388.346276
276.022404,282,26397.706381
491.028598,500,26414.192042
368.77587,375,26426.646138
131.223013,135,26431.130864
226.576067,232,26439.006477
93.214925,96,26442.147347
204.286302,209,26449.147893
228.442661,232,26456.914124
123.564356,127,26461.117578
122.90958,126,26465.352282
491.154848,500,26481.712933
412.6155,421,26495.745699
152.409366,155,26500.917978
491.210608,500,26517.653658
353.479098,361,26529.607715
20.606702,22,26530.404652
115.54601,119,26534.373712
116.735978,120,26538.358397
55.145415,57,26540.327301
489.584512,500,26556.969225
491.053567,500,26573.438803
146.682143,150,26578.392314
310.162187,317,26588.877508
363.316738,372,26601.081584
491.614594,500,26617.692254
250.118899,256,26626.177291
371.151385,377,26638.662971
491.508621,500,26655.226814
392.5479,399,26668.58723
336.434073,343,26680.009995
321.828078,327,26691.057732
96.3237,99,26694.37049
491.472501,500,26711.043665
491.938272,500,26727.561055
295.964385,302,26737.483705
491.763266,500,26753.953739
493.20839,500,26770.595662
127.883811,131,26775.033508
284.737132,290,26784.780315
491.770607,500,26801.25035
490.921547,500,26818.032908
491.648386,500,26834.690774
492.366282,500,26851.473333
389.704265,397,26864.599357
75.688178,78,26867.255813
491.830313,500,26884.054742
492.352387,500,26900.774794
373.987734,380,26913.525789
63.285091,65,26915.760338
249.540551,254,26924.276628
491.104458,500,26940.979524
491.21218,500,26958.024739
200.485207,205,26964.884648
490.145995,500,26981.760965
490.664354,500,26998.465393
491.855294,500,27015.216699
491.423662,500,27031.952379
253.850139,259,27040.718688
492.020615,500,27057.501248
489.582837,500,27074.440069
300.326798,307,27084.84713
491.867557,500,27101.317233
237.47255,243,27109.505371
204.00576,209,27116.505917
120.016506,123,27120.646865
144.827775,148,27125.756637
491.434293,500,27142.601702
299.2434,305,27152.899496
64.818183,67,27155.243429
491.552686,500,27172.167143
490.92409,500,27188.809065
488.370211,500,27205.279566
312.456492,317,27215.889768
490.861879,500,27232.391055
419.434895,427,27246.868479
369.740093,377,27259.510089
203.957084,209,27266.604394
490.710055,500,27283.293619
490.815275,500,27300.123056
492.782712,500,27317.140009
492.799956,500,27333.95382
264.127547,271,27343.017027
259.562199,264,27352.033355
491.264504,500,27368.565895
87.99385,90,27371.613007
117.212701,121,27375.550814
98.575589,101,27379.176097
65.792624,68,27381.379393
275.982557,282,27390.7395
492.262738,500,27407.506431
412.699526,421,27421.507523
490.071101,500,27438.321335
490.975379,500,27455.041606
490.606509,500,27471.699153
491.048068,500,27488.419208
488.491972,500,27505.201767
223.940061,230,27512.858614
488.316861,500,27529.672426
489.697416,500,27546.495257
489.889087,500,27563.230321
120.239566,124,27567.527531
145.501362,149,27572.402912
489.598047,500,27589.076087
491.899481,500,27605.905524
243.734866,248,27614.203047
493.600856,500,27631.173121
491.310692,500,27647.955679
242.021951,247,27656.30008
491.494959,500,27672.973756
489.236598,500,27689.678184
193.993126,198,27696.147439
254.700663,260,27705.023132
492.302904,500,27721.97769
259.939517,264,27730.900261
490.809136,500,27747.667193
284.099272,289,27757.292945
489.792097,500,27774.122383
432.351421,439,27788.71727
272.0903,277,27798.046123
489.899031,500,27814.743144
418.211525,426,27829.072605
490.290811,500,27845.605145
250.984711,257,27854.355828
491.260003,500,27870.997751
492.897537,500,27887.733431
490.453483,500,27904.328475
492.668316,500,27920.954772
490.864043,500,27937.674827
196.815982,201,27944.503484
439.461044,447,27959.349275
489.981203,500,27976.116208
372.176648,379,27988.710941
490.445638,500,28005.368489
491.88569,500,28021.85415
492.327262,500,28038.277306
491.968398,500,28054.888116
490.363515,500,28071.561441
491.072942,500,28088.219182
491.179609,500,28104.798598
376.327075,384,28117.64335
399.662628,408,28131.425979
491.999392,500,28148.130493
492.283593,500,28164.914239
97.125057,100,28168.195746
329.74217,338,28179.524754
53.881392,56,28181.353022
492.341831,500,28198.01057
490.413669,500,28214.652494
490.24899,500,28231.466305
489.770794,500,28247.967592
490.364953,500,28264.718388
350.413697,358,28276.641697
491.927348,500,28293.252368
356.558272,364,28305.378313
489.934565,500,28322.130126
80.044736,83,28324.833461
489.672591,500,28341.475384
71.631631,74,28344.006833
322.952231,331,28355.038943
47.248906,49,28356.726574
490.295636,500,28373.337244
490.309229,500,28390.057299
326.950101,334,28401.245671
488.827631,500,28417.887594
290.95068,297,28427.82587
491.352975,500,28444.624592
331.258368,338,28455.812965
39.229069,41,28457.281829
490.172341,500,28473.814369
490.525042,500,28490.440665
191.16848,196,28496.894293
141.792331,145,28501.754048
484.167797,492,28518.095006
491.932336,500,28534.783808
97.179115,100,28538.190324
491.732786,500,28554.61348
490.785951,500,28571.411665
491.241498,500,28588.100467
491.666894,500,28604.789358
237.354304,241,28612.852487
303.516636,310,28623.087661
491.542977,500,28639.463938
158.067392,162,28644.808104
491.240204,500,28661.512533
335.778904,341,28672.825915
492.133271,500,28689.561596
482.399225,493,28705.969125
489.603507,500,28722.486972
440.352092,448,28737.550647
492.940432,500,28754.23945
72.870233,75,28756.677139
491.193542,500,28773.225305
354.121821,360,28785.116858
491.762365,500,28801.571266
489.976926,500,28818.103806
492.528856,500,28834.636344
491.498067,500,28851.153258
490.952904,500,28867.701424
493.143619,500,28884.171458
407.484253,415,28897.703351
492.388142,500,28914.501535
186.457332,190,28920.673892
489.964636,500,28937.003477
239.109651,244,28945.145227
359.734439,365,28957.302423
308.578794,313,28967.600102
490.853988,500,28984.023257
232.534869,237,28991.914864
491.934902,500,29008.650545
67.028866,69,29010.885093
491.290494,500,29027.355129
490.532996,500,29043.747032
493.500161,500,29060.27957
74.990043,77,29062.920402
490.972703,500,29079.437483
271.28525,275,29088.563194
457.379303,466,29103.892515
370.039187,379,29116.39349
323.770546,329,29127.269337
489.003135,500,29143.567483
491.575329,500,29160.06877
432.347102,442,29174.584421
399.763294,408,29187.976093
198.013366,203,29194.742784
492.074167,500,29211.322201
490.242794,500,29227.776611
491.390723,500,29244.357004
490.981212,500,29260.967674
491.657976,500,29277.609597
123.008363,126,29281.797424
492.469487,500,29298.267458
491.850086,500,29314.862504
491.406632,500,29331.473177
492.951667,500,29347.974461
217.461078,223,29355.41254
491.45456,500,29371.945081
492.286108,500,29388.680761
491.012816,500,29405.400815
223.816361,229,29413.088915
490.357013,500,29429.673263
492.160858,500,29446.330811
193.130076,197,29452.830211
489.914086,500,29469.472992
459.293073,467,29484.755434
490.386792,500,29501.459862
64.829116,67,29503.756916
490.062433,500,29520.508222
490.870042,500,29537.21265
278.250537,283,29546.729017
306.915586,313,29557.167332
298.310462,305,29567.340001
154.839578,159,29572.762298
491.716012,500,29589.701417
27.549721,29,29590.685868
341.132021,347,29602.24927
492.796632,500,29619.145725
136.322524,140,29623.896096
389.573627,397,29637.131503
62.802119,65,29639.366052
491.601844,500,29656.195489
490.232152,500,29672.80616
491.240017,500,29689.401204
461.821046,470,29705.089928
492.989446,500,29721.763103
66.249134,68,29724.075784
179.483941,183,29730.123131
492.313579,500,29746.702548
492.548492,500,29763.522525
351.324548,359,29775.75078
490.42126,500,29792.408823
490.923346,500,29808.941363
492.798275,500,29825.458276
492.86283,500,29842.193956
492.039849,500,29859.039021
491.367326,500,29875.634064
490.418545,500,29892.447876
156.8996,161,29897.745362
58.024784,60,29899.792396
491.497882,500,29916.418694
492.026587,500,29933.232504
493.317255,500,29949.98381
492.478836,500,29966.813248
491.685006,500,29983.908332
489.400349,500,30000.86278
491.004479,500,30017.551581
490.728935,500,30034.099747
493.71521,500,30050.726043
223.862034,229,30058.414142
489.286538,500,30075.259206
347.220388,355,30087.275694
315.499462,323,30098.276043
52.867804,55,30100.119937
490.052002,500,30116.918123
303.913537,311,30127.418941
491.952987,500,30144.138995
491.83762,500,30161.015312
493.760011,500,30178.079142
491.937486,500,30194.752318
491.502155,500,30211.472372
490.928065,500,30228.286183
310.236852,315,30238.88076
221.532015,226,30246.490728
490.790789,500,30263.226408
492.164591,500,30279.946462
492.042768,500,30297.135886
491.632305,500,30313.902819
481.383989,491,30330.332331
491.885681,500,30347.068012
490.845021,500,30363.849586
491.052258,500,30380.556588
491.23476,500,30397.182884
112.576981,116,30401.089438
319.439007,324,30411.965286
70.969983,73,30414.402976
357.411773,364,30426.778942
493.138367,500,30443.587704
492.235639,500,30460.479646
490.637872,500,30477.402841
434.43474,442,30492.122739
489.729477,500,30508.952177
438.242345,446,30524.047104
342.374401,348,30535.781511
201.651099,205,30542.703926
277.125929,283,30552.157789
157.250442,161,30557.612235
493.337356,500,30574.519804
494.765153,500,30591.114849
492.980158,500,30607.975539
493.072357,500,30624.773724
490.507968,500,30641.509404
47.393816,49,30643.228288
492.199582,500,30660.12023
72.788553,75,30662.651677
492.808659,500,30679.621752
492.524984,500,30696.294927
203.638199,208,30703.311101
491.897451,500,30720.12491
273.315106,279,30729.485016
359.605588,368,30742.079748
493.265119,500,30759.081074
143.293417,146,30763.97208
416.690147,424,30778.113809
491.679854,500,30794.958955
208.831333,213,30802.162642
491.209449,500,30818.976454
209.846459,215,30826.477038
491.208211,500,30843.072083
31.332878,33,30844.290928
454.737487,463,30859.995278
232.497559,237,30867.949023
490.4632,500,30884.669077
61.216651,63,30886.80987
116.089518,119,30890.903938
145.372259,149,30895.779318
494.132756,500,30912.718139
193.330779,197,30919.421787
206.666871,211,30926.531716
90.765304,93,30929.672587
438.964108,447,30944.392486
493.086516,500,30961.112538
41.506229,43,30962.597029
90.452013,93,30965.800405
328.381122,335,30976.940781
53.459112,55,30978.737796
117.347685,120,30982.738108
490.961783,500,30999.239396
151.695352,155,31004.364796
44.020092,46,31005.880539
490.525566,500,31022.303694
389.041402,396,31035.335961
161.900343,166,31040.883269
68.643162,71,31043.320959
112.688551,116,31047.149383
226.068953,231,31054.868735
253.284846,258,31063.463154
455.358933,465,31078.917486
417.924514,426,31092.965456
349.298686,356,31104.903886
490.27122,500,31121.405173
489.291291,500,31137.922501
490.101284,500,31154.463682
492.393736,500,31171.137786
491.585658,500,31187.701578
490.706764,500,31204.124735
491.771542,500,31220.735405
97.154357,100,31224.016911
492.316302,500,31240.486946
489.768438,500,31256.83197
356.439195,362,31268.832906
199.411867,204,31275.59906
264.719918,270,31284.537256
331.006589,336,31295.725629
417.371248,424,31309.74281
264.120918,269,31318.58725
145.075766,148,31323.556387
90.979238,93,31326.556622
492.541052,500,31343.198544
493.393487,500,31359.715457
435.109519,444,31374.341598
489.990773,500,31390.889764
189.173078,194,31397.280887
492.141491,500,31413.671852
491.716273,500,31430.235645
120.786075,124,31434.345339
493.050708,500,31450.799748
491.377791,500,31467.394792
465.247217,472,31482.770991
81.786424,84,31485.552458
491.808906,500,31501.921684
492.018344,500,31518.266709
263.006018,269,31527.033019
144.091723,147,31531.878023
322.683956,328,31542.628862
435.686746,443,31557.083114
65.4304,68,31559.41142
493.163671,500,31576.100222
491.64819,500,31592.492126
491.659039,500,31608.946534
489.892987,500,31625.432197
489.2084,500,31641.714714
491.328129,500,31658.137872
455.605771,465,31673.514496
427.05166,434,31688.015626
84.216991,87,31690.922102
491.239692,500,31707.384599
490.842899,500,31723.760876
490.855196,500,31740.246536
491.661878,500,31756.857206
492.427624,500,31773.405372
493.066331,500,31789.641196
148.074698,151,31794.704091
237.376228,243,31802.735968
490.056174,500,31819.362264
491.440099,500,31835.863102
390.13109,396,31849.192267
41.591369,43,31850.692945
491.143535,500,31867.428626
491.531035,500,31883.914287
491.171926,500,31900.540584
491.317903,500,31917.213758
160.915531,164,31922.636057
153.083069,156,31927.886467
424.275899,431,31942.309465
492.275897,500,31958.951389
492.592628,500,31975.640191
108.418701,111,31979.249847
490.083552,500,31995.673003
183.083443,187,32001.954743
84.598795,87,32004.829969
492.349511,500,32021.284376
492.481718,500,32037.832541
491.716853,500,32054.349455
490.642355,500,32070.866369
491.119667,500,32087.305327
493.51173,500,32104.056633
293.523143,300,32114.135545
323.83088,331,32125.262273
494.869501,500,32141.732409
492.660365,500,32158.139941
378.36202,385,32170.828963
176.416713,180,32176.688795
489.886931,500,32193.205708
167.679294,171,32198.987409
493.030659,500,32215.441818
312.429686,317,32226.020767
130.758333,133,32230.47424
184.562842,188,32236.677848
224.294971,229,32244.178434
350.391969,355,32256.038733
453.199266,462,32271.461812
403.613823,410,32285.384773
492.172351,500,32302.21421
493.036392,500,32318.684245
442.382973,450,32333.857303
492.465875,500,32350.577549
169.164345,172,32356.312371
120.07474,123,32360.515824
491.872274,500,32377.110868
490.660604,500,32393.705912
490.411115,500,32410.519724
490.764318,500,32427.333535
491.900206,500,32444.194226
310.788555,318,32454.75755
493.605564,500,32471.321864
214.180531,218,32478.744318
493.189255,500,32495.464373
310.282627,315,32505.933939
71.069934,73,32508.465387
491.52285,500,32525.247946
490.909111,500,32542.014878
69.927337,72,32544.468194
490.994954,500,32561.188249
491.251949,500,32577.923929
493.713893,500,32594.565852
23.641376,25,32595.472173
490.895069,500,32611.989086
187.005334,191,32618.427088
493.24496,500,32635.2409
257.56351,262,32644.007209
492.852277,500,32660.633505
490.557465,500,32677.369414
305.151544,310,32687.667093
490.385787,500,32704.215258
493.717203,500,32720.716545
492.404227,500,32737.514731
250.485141,256,32746.015393
367.580603,374,32758.46949
326.641415,332,32769.501601
336.549609,342,32780.90874
492.390826,500,32797.847561
59.011822,61,32799.941474
291.379292,296,32809.895376
489.902572,500,32826.552925
311.401391,316,32836.991239
168.888433,172,32842.726062
491.65524,500,32859.367984
147.624412,151,32864.415253
491.360172,500,32881.104055
429.798929,436,32895.480176
269.906415,275,32904.590261
203.840653,208,32911.418919
492.255578,500,32927.998337
296.525458,302,32937.98349
491.446363,500,32954.859806
275.57408,280,32964.204285
234.023233,239,32972.220536
284.170614,289,32981.815138
493.051284,500,32998.378992
218.365735,223,33005.754567
492.253177,500,33022.44337
490.828124,500,33039.030273
492.86232,500,33055.578439
489.981886,500,33072.360999
259.936518,265,33081.23669
492.223427,500,33097.76923
492.038138,500,33114.536163
492.165652,500,33131.021824
488.820995,500,33147.523111
492.938277,500,33164.274416
490.603928,500,33181.102368
203.499163,208,33188.009158
407.738005,415,33201.978997
493.135909,500,33218.51766
489.524987,500,33234.92519
79.549136,82,33237.722283
492.639449,500,33254.301701
491.592754,500,33270.897227
490.534585,500,33287.61728
490.575241,500,33304.337522
492.058373,500,33321.151333
491.658055,500,33337.871387
492.020765,500,33354.450805
493.034348,500,33371.217739
402.759513,411,33384.859427
53.942491,56,33386.875209
